"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"48319","1.0","interacts with","Digital Humanities Research Methods (interacts with) Pattern Recognition","false","interacts with","Digital Humanities Research Methods (interacts with) Pattern Recognition"
"48320","1.0","interacts with","Digital Humanities Research Methods (interacts with) Searching","false","interacts with","Digital Humanities Research Methods (interacts with) Searching"
"48321","1.0","interacts with","Digital Humanities Research Methods (interacts with) Topic Modeling","false","interacts with","Digital Humanities Research Methods (interacts with) Topic Modeling"
"48322","1.0","interacts with","Digital Humanities Research Methods (interacts with) Text Mining","false","interacts with","Digital Humanities Research Methods (interacts with) Text Mining"
"48323","1.0","interacts with","Digital Humanities1 (interacts with) Browsing","false","interacts with","Digital Humanities1 (interacts with) Browsing"
"48324","1.0","interacts with","Digital Humanities1 (interacts with) Cluster Analysis ","false","interacts with","Digital Humanities1 (interacts with) Cluster Analysis "
"48325","1.0","interacts with","Digital Humanities1 (interacts with) Collocation Analysis ","false","interacts with","Digital Humanities1 (interacts with) Collocation Analysis "
"48326","1.0","interacts with","Digital Humanities1 (interacts with) Debugging","false","interacts with","Digital Humanities1 (interacts with) Debugging"
"48327","1.0","interacts with","Digital Humanities1 (interacts with) Encoding","false","interacts with","Digital Humanities1 (interacts with) Encoding"
"48328","1.0","interacts with","Digital Humanities1 (interacts with) Gamification","false","interacts with","Digital Humanities1 (interacts with) Gamification"
"48329","1.0","interacts with","Digital Humanities1 (interacts with) Georeferencing ","false","interacts with","Digital Humanities1 (interacts with) Georeferencing "
"48330","1.0","interacts with","Digital Humanities1 (interacts with) Information Retrieval","false","interacts with","Digital Humanities1 (interacts with) Information Retrieval"
"48331","1.0","interacts with","Digital Humanities1 (interacts with) Linked Open Data","false","interacts with","Digital Humanities1 (interacts with) Linked Open Data"
"48332","1.0","interacts with","Digital Humanities1 (interacts with) Machine Learning","false","interacts with","Digital Humanities1 (interacts with) Machine Learning"
"48333","1.0","interacts with","Digital Humanities1 (interacts with) Mapping","false","interacts with","Digital Humanities1 (interacts with) Mapping"
"48334","1.0","interacts with","Digital Humanities1 (interacts with) Named Entity Recognition ","false","interacts with","Digital Humanities1 (interacts with) Named Entity Recognition "
"48335","1.0","interacts with","Digital Humanities1 (interacts with) Pattern Recognition","false","interacts with","Digital Humanities1 (interacts with) Pattern Recognition"
"48336","1.0","interacts with","Digital Humanities1 (interacts with) Scanning","false","interacts with","Digital Humanities1 (interacts with) Scanning"
"48337","1.0","interacts with","Digital Humanities1 (interacts with) Searching","false","interacts with","Digital Humanities1 (interacts with) Searching"
"48338","1.0","interacts with","Digital Humanities1 (interacts with) Sentiment Analysis ","false","interacts with","Digital Humanities1 (interacts with) Sentiment Analysis "
"48339","1.0","interacts with","Digital Humanities1 (interacts with) Topic Modeling","false","interacts with","Digital Humanities1 (interacts with) Topic Modeling"
"48340","1.0","interacts with","Digital Humanities1 (interacts with) Web Crawling ","false","interacts with","Digital Humanities1 (interacts with) Web Crawling "
"48341","1.0","interacts with","Digital Humanities1 (interacts with) Text Mining","false","interacts with","Digital Humanities1 (interacts with) Text Mining"
"48343","1.0","interacts with","MSc Digital Heritage (interacts with) Information Retrieval","false","interacts with","MSc Digital Heritage (interacts with) Information Retrieval"
"48344","1.0","interacts with","MSc Digital Heritage (interacts with) Open Archival Information Systems","false","interacts with","MSc Digital Heritage (interacts with) Open Archival Information Systems"
"48346","1.0","interacts with","MSc Digital Archaeology (interacts with) Georeferencing ","false","interacts with","MSc Digital Archaeology (interacts with) Georeferencing "
"48347","1.0","interacts with","MSc Digital Archaeology (interacts with) Information Retrieval","false","interacts with","MSc Digital Archaeology (interacts with) Information Retrieval"
"48348","1.0","interacts with","MSc Digital Archaeology (interacts with) Linked Open Data","false","interacts with","MSc Digital Archaeology (interacts with) Linked Open Data"
"48349","1.0","interacts with","MSc Digital Archaeology (interacts with) Open Archival Information Systems","false","interacts with","MSc Digital Archaeology (interacts with) Open Archival Information Systems"
"48351","1.0","interacts with","Project Management and Ethical Collaboration for Humanists (interacts with) Brainstorming","false","interacts with","Project Management and Ethical Collaboration for Humanists (interacts with) Brainstorming"
"48353","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Cluster Analysis ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Cluster Analysis "
"48354","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Collocation Analysis ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Collocation Analysis "
"48355","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Commenting","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Commenting"
"48356","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Concordancing ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Concordancing "
"48357","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Emulation ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Emulation "
"48358","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Encoding","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Encoding"
"48359","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Gamification","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Gamification"
"48360","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Georeferencing ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Georeferencing "
"48361","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Information Retrieval","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Information Retrieval"
"48362","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Linked Open Data","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Linked Open Data"
"48363","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Machine Learning","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Machine Learning"
"48364","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Mapping","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Mapping"
"48365","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Named Entity Recognition ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Named Entity Recognition "
"48366","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Open Archival Information Systems","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Open Archival Information Systems"
"48367","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Preservation Metadata ","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Preservation Metadata "
"48368","1.0","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Principal Component Analysis","false","interacts with","MÃ¡ster Universitario en Humanidades Digitales (interacts with) Principal Component Analysis"
